Category,Code,"Quantity Available",Range,"Board Type","Species / Colour / Decore",Supplier,"Description - Paragraph 1","Description - Paragraph 2","Description - Paragraph 3","Description - Paragraph 4","Country of Origin Manufacture","Product - Length","Product - Width","Product - Thickness Veneer","Product - Thickness Total","Pack - Length","Pack - Width","Pack - Thickness","Pack - Weight","Boards per pack","Installation options","Underlay Options","Glue Options","Scotia Options",Accessories,"Size m2","Edge Type","Joint System","Surface Finish","Janka Rating","Structural Warranty","Wear Layer Warranty","Construction Style","Recommended Use","Recommended Areas of Use","Care Instructions","Standards - Coating","Standards - AC Rating","Standards - Core Type","Standards - Anti Slip Test","Standards - ISO Certification","Standards - Base","Trim Options","Recommended Retail Price","Online Discount","Media - Photo 1","Media - Photo 2","Media - Photo 3","Media - Instructional Video"
"Laminate Flooring",PA2549,"2,363","Classic 1050","2 Strip","Spotted Gum",Parador,"You simply cannot do anything wrong with classics, besides which
you can prove that you have a taste that sets you apart from the
masses. Laminate flooring floors from the Classic collection are, as
the name suggests, the classics by Parador. They are distinguished
by their exquisite yet unassumingly timeless look and a touch of
luxurious elegance. The Classic floors in block and wideplank look
offer plenty of scope for design, which goes with many styles. The
Classic range offers different qualities for every requirement, is suitable
for many different areas of use and can be beautifully combined
both with classical and modern style elements. Parador Laminate
Flooring Classic is the fi rst and best choice for all those who want to
furnish their homes to the highest classical standards and steer clear
of changing fashions.","Parador offers premium quality “Made in Germany”. Our many years of experience provides the foundation for this combined with the relentless drive to further develop our expertise in all relevant areas. Our customers can tell the quality of our laminate floors by the brilliance of our decors as well as by the particularly good anti-swelling behaviour of the core boards and the perfect click connections. These properties characterise the faultless appearance of the Parador installation over the long term.","The elaborately reproduced decor papers based on organic dyes
are made with innovative printing methods and guarantee an unsurpassed
brilliance of colour. The latest computer-controlled profiling
machines ensure the highest fitting accuracy and thus enable a
perfect click connection, which guarantees a joint that is almost
imperceptible to the eye. This creates a uniform look, whilst dirt and
damp are less able to penetrate the floor, making cleaning considerably
easier. In order to be able to guarantee these and other qualities
for every single plank of laminate flooring, the whole production
process is continually subject to quality control procedures.",,Germany,1285mm,194mm,na,8mm,,,,"19 Kg",10,"This type of flooring can be floated over any level hard surface throughout your home. (except Wet areas) A floating floor requires an expansion gap to be left around the perimeter of the room and to any solid obstructions. Floating floors can be installed over existing direct stuck vinyl floors and some tiled floors also. Please refer to the manufacturers guide for further instructions.","Standard 2mm Foam or Acoustic and Moisture barrier required",na,"Parador matching Quad",nil,2.49,Square,"Uniclic and Safe Lock","Highly wear resistant top layer made of melamine resin overlay",na,"25 year manufacturer","25 year domestic","HDF Pressed","General Domestic and Light Commercial","All areas except wet areas","Like all floating floors you should only lightly Mop your floor without leaving any excess water on it. A constant humidty level of around 55-65% relative air humity is best to preserve the value of and to care for your floor. We also recommend mats at all doorways to avoid sand and dirt being walked onto the flooring. Further maintainence guides are available on the manufacturers web site.",na,"AC4  Wear Class 23 and 32 ",HDF,"EN 13893 EN14041 R9",,"Moisture repellent reverse side","Metal only",28,0,PA2549_V,PA2549_L,PA2549_S,
"Laminate Flooring",PA2551,500,"Classic 1050","2 Strip",Brushbox,Parador,"You simply cannot do anything wrong with classics, besides which
you can prove that you have a taste that sets you apart from the
masses. Laminate flooring floors from the Classic collection are, as
the name suggests, the classics by Parador. They are distinguished
by their exquisite yet unassumingly timeless look and a touch of
luxurious elegance. The Classic floors in block and wideplank look
offer plenty of scope for design, which goes with many styles. The
Classic range offers different qualities for every requirement, is suitable
for many different areas of use and can be beautifully combined
both with classical and modern style elements. Parador Laminate
Flooring Classic is the fi rst and best choice for all those who want to
furnish their homes to the highest classical standards and steer clear
of changing fashions.","Parador offers premium quality “Made in Germany”. Our many years of experience provides the foundation for this combined with the relentless drive to further develop our expertise in all relevant areas. Our customers can tell the quality of our laminate floors by the brilliance of our decors as well as by the particularly good anti-swelling behaviour of the core boards and the perfect click connections. These properties characterise the faultless appearance of the Parador installation over the long term.","The elaborately reproduced decor papers based on organic dyes
are made with innovative printing methods and guarantee an unsurpassed
brilliance of colour. The latest computer-controlled profiling
machines ensure the highest fitting accuracy and thus enable a
perfect click connection, which guarantees a joint that is almost
imperceptible to the eye. This creates a uniform look, whilst dirt and
damp are less able to penetrate the floor, making cleaning considerably
easier. In order to be able to guarantee these and other qualities
for every single plank of laminate flooring, the whole production
process is continually subject to quality control procedures.",,Germany,1285mm,194mm,na,8mm,,,,"19 Kg",10,"This type of flooring can be floated over any level hard surface throughout your home. (except Wet areas) A floating floor requires an expansion gap to be left around the perimeter of the room and to any solid obstructions. Floating floors can be installed over existing direct stuck vinyl floors and some tiled floors also. Please refer to the manufacturers guide for further instructions.","Standard 2mm Foam or Acoustic and Moisture barrier required",na,"Parador matching Quad",nil,2.49,Square,"Uniclic and Safe Lock","Highly wear resistant top layer made of melamine resin overlay",na,"25 year manufacturer","25 year domestic","HDF Pressed","General Domestic and Light Commercial","All areas except wet areas","Like all floating floors you should only lightly Mop your floor without leaving any excess water on it. A constant humidty level of around 55-65% relative air humity is best to preserve the value of and to care for your floor. We also recommend mats at all doorways to avoid sand and dirt being walked onto the flooring. Further maintainence guides are available on the manufacturers web site.",na,"AC4  Wear Class 23 and 32 ",HDF,"EN 13893 EN14041 R9",,"Moisture repellent reverse side","Metal only",28,0,PA2551_V,PA2551_L,PA2551_S,
"Laminate Flooring",PA2553,388,"Classic 1050","3 Strip","Walnut Limed",Parador,"You simply cannot do anything wrong with classics, besides which
you can prove that you have a taste that sets you apart from the
masses. Laminate flooring floors from the Classic collection are, as
the name suggests, the classics by Parador. They are distinguished
by their exquisite yet unassumingly timeless look and a touch of
luxurious elegance. The Classic floors in block and wideplank look
offer plenty of scope for design, which goes with many styles. The
Classic range offers different qualities for every requirement, is suitable
for many different areas of use and can be beautifully combined
both with classical and modern style elements. Parador Laminate
Flooring Classic is the fi rst and best choice for all those who want to
furnish their homes to the highest classical standards and steer clear
of changing fashions.","Parador offers premium quality “Made in Germany”. Our many years of experience provides the foundation for this combined with the relentless drive to further develop our expertise in all relevant areas. Our customers can tell the quality of our laminate floors by the brilliance of our decors as well as by the particularly good anti-swelling behaviour of the core boards and the perfect click connections. These properties characterise the faultless appearance of the Parador installation over the long term.","The elaborately reproduced decor papers based on organic dyes
are made with innovative printing methods and guarantee an unsurpassed
brilliance of colour. The latest computer-controlled profiling
machines ensure the highest fitting accuracy and thus enable a
perfect click connection, which guarantees a joint that is almost
imperceptible to the eye. This creates a uniform look, whilst dirt and
damp are less able to penetrate the floor, making cleaning considerably
easier. In order to be able to guarantee these and other qualities
for every single plank of laminate flooring, the whole production
process is continually subject to quality control procedures.",,Germany,1285mm,194mm,na,8mm,,,,"19 Kg",10,"This type of flooring can be floated over any level hard surface throughout your home. (except Wet areas) A floating floor requires an expansion gap to be left around the perimeter of the room and to any solid obstructions. Floating floors can be installed over existing direct stuck vinyl floors and some tiled floors also. Please refer to the manufacturers guide for further instructions.","Standard 2mm Foam or Acoustic and Moisture barrier required",na,"Parador matching Quad",nil,2.49,Square,"Uniclic and Safe Lock","Highly wear resistant top layer made of melamine resin overlay",na,"25 year manufacturer","25 year domestic","HDF Pressed","General Domestic and Light Commercial","All areas except wet areas","Like all floating floors you should only lightly Mop your floor without leaving any excess water on it. A constant humidty level of around 55-65% relative air humity is best to preserve the value of and to care for your floor. We also recommend mats at all doorways to avoid sand and dirt being walked onto the flooring. Further maintainence guides are available on the manufacturers web site.",na,"AC4  Wear Class 23 and 32 ",HDF,"EN 13893 EN14041 R9",,"Moisture repellent reverse side","Metal only",26,0,PA2553_V,PA2553_L,PA2553_S,
"Laminate Flooring",PA2575,413,"Classic 1050","2 Strip","Oak Vintage",Parador,"You simply cannot do anything wrong with classics, besides which
you can prove that you have a taste that sets you apart from the
masses. Laminate flooring floors from the Classic collection are, as
the name suggests, the classics by Parador. They are distinguished
by their exquisite yet unassumingly timeless look and a touch of
luxurious elegance. The Classic floors in block and wideplank look
offer plenty of scope for design, which goes with many styles. The
Classic range offers different qualities for every requirement, is suitable
for many different areas of use and can be beautifully combined
both with classical and modern style elements. Parador Laminate
Flooring Classic is the fi rst and best choice for all those who want to
furnish their homes to the highest classical standards and steer clear
of changing fashions.","Parador offers premium quality “Made in Germany”. Our many years of experience provides the foundation for this combined with the relentless drive to further develop our expertise in all relevant areas. Our customers can tell the quality of our laminate floors by the brilliance of our decors as well as by the particularly good anti-swelling behaviour of the core boards and the perfect click connections. These properties characterise the faultless appearance of the Parador installation over the long term.","The elaborately reproduced decor papers based on organic dyes
are made with innovative printing methods and guarantee an unsurpassed
brilliance of colour. The latest computer-controlled profiling
machines ensure the highest fitting accuracy and thus enable a
perfect click connection, which guarantees a joint that is almost
imperceptible to the eye. This creates a uniform look, whilst dirt and
damp are less able to penetrate the floor, making cleaning considerably
easier. In order to be able to guarantee these and other qualities
for every single plank of laminate flooring, the whole production
process is continually subject to quality control procedures.",,Germany,1285mm,194mm,na,8mm,,,,"19 Kg",10,"This type of flooring can be floated over any level hard surface throughout your home. (except Wet areas) A floating floor requires an expansion gap to be left around the perimeter of the room and to any solid obstructions. Floating floors can be installed over existing direct stuck vinyl floors and some tiled floors also. Please refer to the manufacturers guide for further instructions.","Standard 2mm Foam or Acoustic and Moisture barrier required",na,"Parador matching Quad",nil,2.49,Square,"Uniclic and Safe Lock","Highly wear resistant top layer made of melamine resin overlay",na,"25 year manufacturer","25 year domestic","HDF Pressed","General Domestic and Light Commercial","All areas except wet areas","Like all floating floors you should only lightly Mop your floor without leaving any excess water on it. A constant humidty level of around 55-65% relative air humity is best to preserve the value of and to care for your floor. We also recommend mats at all doorways to avoid sand and dirt being walked onto the flooring. Further maintainence guides are available on the manufacturers web site.",na,"AC4  Wear Class 23 and 32 ",HDF,"EN 13893 EN14041 R9",,"Moisture repellent reverse side","Metal only",28,0,PA2575_V,PA2575_L,PA2575_S,
"Laminate Flooring",PA3103,438,"Trendtime 1","1 Strip","Aged Ash",Parador,"Parador laminate flooring Trendtime interprets contemporary furnishing
trends. The range includes authentic imitations of quality timbers all in many
different plank formats, surface textures and a four sided V joint groove. The ideal basis
for a design-oriented furnishing style.","Laminate flooring has long since freed itself from its natural predecessors, engineered wood and solid
wood flooring – not least because of its high resilience and easy maintenance, which also makes it
suitable for heavy duty demands in intensively used rooms. These days laminate flooring is experiencing a
higher level of appreciation than ever and is seen as a worthy alternative to real wood floors. Laminate
flooring from Parador is accorded a special role in this development. Due to our wealth of experience with
wood and the latest technical expertise, we are in a position to produce authentic interpretations of high
quality timbers and also transform other classic materials like stone and concrete into laminate flooring
realistically.","The elaborately reproduced decor papers based on organic dyes
are made with innovative printing methods and guarantee an unsurpassed
brilliance of colour. The latest computer-controlled profiling
machines ensure the highest fitting accuracy and thus enable a
perfect click connection, which guarantees a joint that is almost
imperceptible to the eye. This creates a uniform look, whilst dirt and
damp are less able to penetrate the floor, making cleaning considerably
easier. In order to be able to guarantee these and other qualities
for every single plank of laminate flooring, the whole production
process is continually subject to quality control procedures.",,Germany,1285mm,158mm,na,8mm,,,,"15 Kg",10,"This type of flooring can be floated over any level hard surface throughout your home. (except Wet areas) A floating floor requires an expansion gap to be left around the perimeter of the room and to any solid obstructions. Floating floors can be installed over existing direct stuck vinyl floors and some tiled floors also. Please refer to the manufacturers guide for further instructions.","Standard 2mm Foam or Acoustic and Moisture barrier required",na,"Parador matching Quad",nil,2.03,"4 sided V Groove","Uniclic and Safe Lock","Highly wear resistant top layer made of melamine resin overlay",na,"25 year manufacturer","25 year domestic","HDF Pressed","General Domestic and Light Commercial","All areas except wet areas","Like all floating floors you should only lightly Mop your floor without leaving any excess water on it. A constant humidty level of around 55-65% relative air humity is best to preserve the value of and to care for your floor. We also recommend mats at all doorways to avoid sand and dirt being walked onto the flooring. Further maintainence guides are available on the manufacturers web site.",na,"AC4  Wear Class 23 and 32 ",HDF,"EN 13893 EN14041 R9",,"Moisture repellent reverse side",,34,0,PA3103_V,PA3103_L,PA3103_S,
"Laminate Flooring",PA3110,310,"Trendtime 1","1 Strip","Oak Century Soaped",Parador,"Parador laminate flooring Trendtime interprets contemporary furnishing
trends. The range includes authentic imitations of quality timbers all in many
different plank formats, surface textures and a four sided V joint groove. The ideal basis
for a design-oriented furnishing style.","Laminate flooring has long since freed itself from its natural predecessors, engineered wood and solid
wood flooring – not least because of its high resilience and easy maintenance, which also makes it
suitable for heavy duty demands in intensively used rooms. These days laminate flooring is experiencing a
higher level of appreciation than ever and is seen as a worthy alternative to real wood floors. Laminate
flooring from Parador is accorded a special role in this development. Due to our wealth of experience with
wood and the latest technical expertise, we are in a position to produce authentic interpretations of high
quality timbers and also transform other classic materials like stone and concrete into laminate flooring
realistically.","The elaborately reproduced decor papers based on organic dyes
are made with innovative printing methods and guarantee an unsurpassed
brilliance of colour. The latest computer-controlled profiling
machines ensure the highest fitting accuracy and thus enable a
perfect click connection, which guarantees a joint that is almost
imperceptible to the eye. This creates a uniform look, whilst dirt and
damp are less able to penetrate the floor, making cleaning considerably
easier. In order to be able to guarantee these and other qualities
for every single plank of laminate flooring, the whole production
process is continually subject to quality control procedures.",,Germany,1285mm,158mm,na,8mm,,,,"15 Kg",10,"This type of flooring can be floated over any level hard surface throughout your home. (except Wet areas) A floating floor requires an expansion gap to be left around the perimeter of the room and to any solid obstructions. Floating floors can be installed over existing direct stuck vinyl floors and some tiled floors also. Please refer to the manufacturers guide for further instructions.","Standard 2mm Foam or Acoustic and Moisture barrier required",na,"Parador matching Quad",nil,2.03,"4 sided V Groove","Uniclic and Safe Lock","Highly wear resistant top layer made of melamine resin overlay",na,"25 year manufacturer","25 year domestic","HDF Pressed","General Domestic and Light Commercial","All areas except wet areas","Like all floating floors you should only lightly Mop your floor without leaving any excess water on it. A constant humidty level of around 55-65% relative air humity is best to preserve the value of and to care for your floor. We also recommend mats at all doorways to avoid sand and dirt being walked onto the flooring. Further maintainence guides are available on the manufacturers web site.",na,"AC4  Wear Class 23 and 32 ",HDF,"EN 13893 EN14041 R9",,"Moisture repellent reverse side",,34,0,PA3110_V,PA3110_L,PA3110_S,
"Laminate Flooring",PA3114,"1,167","Trendtime 1","1 Strip","Oak Century Antique",Parador,"Parador laminate flooring Trendtime interprets contemporary furnishing
trends. The range includes authentic imitations of quality timbers all in many
different plank formats, surface textures and a four sided V joint groove. The ideal basis
for a design-oriented furnishing style.","Laminate flooring has long since freed itself from its natural predecessors, engineered wood and solid
wood flooring – not least because of its high resilience and easy maintenance, which also makes it
suitable for heavy duty demands in intensively used rooms. These days laminate flooring is experiencing a
higher level of appreciation than ever and is seen as a worthy alternative to real wood floors. Laminate
flooring from Parador is accorded a special role in this development. Due to our wealth of experience with
wood and the latest technical expertise, we are in a position to produce authentic interpretations of high
quality timbers and also transform other classic materials like stone and concrete into laminate flooring
realistically.","The elaborately reproduced decor papers based on organic dyes
are made with innovative printing methods and guarantee an unsurpassed
brilliance of colour. The latest computer-controlled profiling
machines ensure the highest fitting accuracy and thus enable a
perfect click connection, which guarantees a joint that is almost
imperceptible to the eye. This creates a uniform look, whilst dirt and
damp are less able to penetrate the floor, making cleaning considerably
easier. In order to be able to guarantee these and other qualities
for every single plank of laminate flooring, the whole production
process is continually subject to quality control procedures.",,Germany,1285mm,158mm,na,8mm,,,,"15 Kg",10,"This type of flooring can be floated over any level hard surface throughout your home. (except Wet areas) A floating floor requires an expansion gap to be left around the perimeter of the room and to any solid obstructions. Floating floors can be installed over existing direct stuck vinyl floors and some tiled floors also. Please refer to the manufacturers guide for further instructions.","Standard 2mm Foam or Acoustic and Moisture barrier required",na,"Parador matching Quad",nil,2.03,"4 sided V Groove","Uniclic and Safe Lock","Highly wear resistant top layer made of melamine resin overlay",na,"25 year manufacturer","25 year domestic","HDF Pressed","General Domestic and Light Commercial","All areas except wet areas","Like all floating floors you should only lightly Mop your floor without leaving any excess water on it. A constant humidty level of around 55-65% relative air humity is best to preserve the value of and to care for your floor. We also recommend mats at all doorways to avoid sand and dirt being walked onto the flooring. Further maintainence guides are available on the manufacturers web site.",na,"AC4  Wear Class 23 and 32 ",HDF,"EN 13893 EN14041 R9",,"Moisture repellent reverse side",,34,0,PA3114_V,PA3114_L,PA3114_S,
"Laminate Flooring",PA3118,374,"Trendtime 1","1 Strip","Oak Tradition Natural",Parador,"Parador laminate flooring Trendtime interprets contemporary furnishing
trends. The range includes authentic imitations of quality timbers all in many
different plank formats, surface textures and a four sided V joint groove. The ideal basis
for a design-oriented furnishing style.","Laminate flooring has long since freed itself from its natural predecessors, engineered wood and solid
wood flooring – not least because of its high resilience and easy maintenance, which also makes it
suitable for heavy duty demands in intensively used rooms. These days laminate flooring is experiencing a
higher level of appreciation than ever and is seen as a worthy alternative to real wood floors. Laminate
flooring from Parador is accorded a special role in this development. Due to our wealth of experience with
wood and the latest technical expertise, we are in a position to produce authentic interpretations of high
quality timbers and also transform other classic materials like stone and concrete into laminate flooring
realistically.","The elaborately reproduced decor papers based on organic dyes
are made with innovative printing methods and guarantee an unsurpassed
brilliance of colour. The latest computer-controlled profiling
machines ensure the highest fitting accuracy and thus enable a
perfect click connection, which guarantees a joint that is almost
imperceptible to the eye. This creates a uniform look, whilst dirt and
damp are less able to penetrate the floor, making cleaning considerably
easier. In order to be able to guarantee these and other qualities
for every single plank of laminate flooring, the whole production
process is continually subject to quality control procedures.",,Germany,1285mm,158mm,na,8mm,,,,"15 Kg",10,"This type of flooring can be floated over any level hard surface throughout your home. (except Wet areas) A floating floor requires an expansion gap to be left around the perimeter of the room and to any solid obstructions. Floating floors can be installed over existing direct stuck vinyl floors and some tiled floors also. Please refer to the manufacturers guide for further instructions.","Standard 2mm Foam or Acoustic and Moisture barrier required",na,"Parador matching Quad",nil,2.03,"4 sided V Groove","Uniclic and Safe Lock","Highly wear resistant top layer made of melamine resin overlay",na,"25 year manufacturer","25 year domestic","HDF Pressed","General Domestic and Light Commercial","All areas except wet areas","Like all floating floors you should only lightly Mop your floor without leaving any excess water on it. A constant humidty level of around 55-65% relative air humity is best to preserve the value of and to care for your floor. We also recommend mats at all doorways to avoid sand and dirt being walked onto the flooring. Further maintainence guides are available on the manufacturers web site.",na,"AC4  Wear Class 23 and 32 ",HDF,"EN 13893 EN14041 R9",,"Moisture repellent reverse side",,34,0,PA3118_V,PA3118_L,PA3118_S,
"Laminate Flooring",PA3126,558,"Trendtime 1","1 Strip",Blackbutt,Parador,"Parador laminate flooring Trendtime interprets contemporary furnishing
trends. The range includes authentic imitations of quality timbers all in many
different plank formats, surface textures and a four sided V joint groove. The ideal basis
for a design-oriented furnishing style.","Laminate flooring has long since freed itself from its natural predecessors, engineered wood and solid
wood flooring – not least because of its high resilience and easy maintenance, which also makes it
suitable for heavy duty demands in intensively used rooms. These days laminate flooring is experiencing a
higher level of appreciation than ever and is seen as a worthy alternative to real wood floors. Laminate
flooring from Parador is accorded a special role in this development. Due to our wealth of experience with
wood and the latest technical expertise, we are in a position to produce authentic interpretations of high
quality timbers and also transform other classic materials like stone and concrete into laminate flooring
realistically.","The elaborately reproduced decor papers based on organic dyes
are made with innovative printing methods and guarantee an unsurpassed
brilliance of colour. The latest computer-controlled profiling
machines ensure the highest fitting accuracy and thus enable a
perfect click connection, which guarantees a joint that is almost
imperceptible to the eye. This creates a uniform look, whilst dirt and
damp are less able to penetrate the floor, making cleaning considerably
easier. In order to be able to guarantee these and other qualities
for every single plank of laminate flooring, the whole production
process is continually subject to quality control procedures.",,Germany,1285mm,158mm,na,8mm,,,,"15 Kg",10,"This type of flooring can be floated over any level hard surface throughout your home. (except Wet areas) A floating floor requires an expansion gap to be left around the perimeter of the room and to any solid obstructions. Floating floors can be installed over existing direct stuck vinyl floors and some tiled floors also. Please refer to the manufacturers guide for further instructions.","Standard 2mm Foam or Acoustic and Moisture barrier required",na,"Parador matching Quad",nil,2.03,"4 sided V Groove","Uniclic and Safe Lock","Highly wear resistant top layer made of melamine resin overlay",na,"25 year manufacturer","25 year domestic","HDF Pressed","General Domestic and Light Commercial","All areas except wet areas","Like all floating floors you should only lightly Mop your floor without leaving any excess water on it. A constant humidty level of around 55-65% relative air humity is best to preserve the value of and to care for your floor. We also recommend mats at all doorways to avoid sand and dirt being walked onto the flooring. Further maintainence guides are available on the manufacturers web site.",na,"AC4  Wear Class 23 and 32 ",HDF,"EN 13893 EN14041 R9",,"Moisture repellent reverse side",,34,0,PA3126_V,PA3126_L,PA3126_S,
"Laminate Flooring",PA8609,304,"Trendtime 6","1 Strip Wide Board","Oak Castell Smoked",Parador,"Parador laminate flooring Trendtime 6 interprets contemporary furnishing
trends. This Mega board suits todays open planned living spaces and creates a visual second to none. 
The range includes authentic imitations of quality timbers all in many
different plank formats, surface textures and a four sided V joint groove. The ideal basis
for a design-oriented furnishing style.","Laminate flooring has long since freed itself from its natural predecessors, engineered wood and solid
wood flooring – not least because of its high resilience and easy maintenance, which also makes it
suitable for heavy duty demands in intensively used rooms. These days laminate flooring is experiencing a
higher level of appreciation than ever and is seen as a worthy alternative to real wood floors. Laminate
flooring from Parador is accorded a special role in this development. Due to our wealth of experience with
wood and the latest technical expertise, we are in a position to produce authentic interpretations of high
quality timbers and also transform other classic materials like stone and concrete into laminate flooring
realistically.","The elaborately reproduced decor papers based on organic dyes
are made with innovative printing methods and guarantee an unsurpassed
brilliance of colour. The latest computer-controlled profiling
machines ensure the highest fitting accuracy and thus enable a
perfect click connection, which guarantees a joint that is almost
imperceptible to the eye. This creates a uniform look, whilst dirt and
damp are less able to penetrate the floor, making cleaning considerably
easier. In order to be able to guarantee these and other qualities
for every single plank of laminate flooring, the whole production
process is continually subject to quality control procedures.",,Germany,2200mm,243mm,na,9mm,,,,23,5,"This type of flooring can be floated over any level hard surface throughout your home. (except Wet areas) A floating floor requires an expansion gap to be left around the perimeter of the room and to any solid obstructions. Floating floors can be installed over existing direct stuck vinyl floors and some tiled floors also. Please refer to the manufacturers guide for further instructions.","Standard 2mm Foam or Acoustic and Moisture barrier required",na,"Parador matching Quad",nil,2.67,"4 sided V Groove","Uniclic and Safe Lock","Highly wear resistant top layer made of melamine resin overlay",na,"25 year manufacturer","25 year domestic","HDF Pressed","General Domestic and Light Commercial","All areas except wet areas","Like all floating floors you should only lightly Mop your floor without leaving any excess water on it. A constant humidty level of around 55-65% relative air humity is best to preserve the value of and to care for your floor. We also recommend mats at all doorways to avoid sand and dirt being walked onto the flooring. Further maintainence guides are available on the manufacturers web site.",na,"AC4  Wear Class 23 and 32 ",HDF,"EN 13893 EN14041 R9",,"Moisture repellent reverse side",Metal,43,0,PA8609_V,PA8609_L,PA8609_S,
"Laminate Flooring",PA8612,109,"Trendtime 6","1 Strip Wide Board","Construction White",Parador,"Parador laminate flooring Trendtime 6 interprets contemporary furnishing
trends. This Mega board suits todays open planned living spaces and creates a visual second to none. 
The range includes authentic imitations of quality timbers all in many
different plank formats, surface textures and a four sided V joint groove. The ideal basis
for a design-oriented furnishing style.","Laminate flooring has long since freed itself from its natural predecessors, engineered wood and solid
wood flooring – not least because of its high resilience and easy maintenance, which also makes it
suitable for heavy duty demands in intensively used rooms. These days laminate flooring is experiencing a
higher level of appreciation than ever and is seen as a worthy alternative to real wood floors. Laminate
flooring from Parador is accorded a special role in this development. Due to our wealth of experience with
wood and the latest technical expertise, we are in a position to produce authentic interpretations of high
quality timbers and also transform other classic materials like stone and concrete into laminate flooring
realistically.","The elaborately reproduced decor papers based on organic dyes
are made with innovative printing methods and guarantee an unsurpassed
brilliance of colour. The latest computer-controlled profiling
machines ensure the highest fitting accuracy and thus enable a
perfect click connection, which guarantees a joint that is almost
imperceptible to the eye. This creates a uniform look, whilst dirt and
damp are less able to penetrate the floor, making cleaning considerably
easier. In order to be able to guarantee these and other qualities
for every single plank of laminate flooring, the whole production
process is continually subject to quality control procedures.",,Germany,2200mm,243mm,na,9mm,,,,23,5,"This type of flooring can be floated over any level hard surface throughout your home. (except Wet areas) A floating floor requires an expansion gap to be left around the perimeter of the room and to any solid obstructions. Floating floors can be installed over existing direct stuck vinyl floors and some tiled floors also. Please refer to the manufacturers guide for further instructions.","Standard 2mm Foam or Acoustic and Moisture barrier required",na,"Parador matching Quad",nil,2.67,"4 sided V Groove","Uniclic and Safe Lock","Highly wear resistant top layer made of melamine resin overlay",na,"25 year manufacturer","25 year domestic","HDF Pressed","General Domestic and Light Commercial","All areas except wet areas","Like all floating floors you should only lightly Mop your floor without leaving any excess water on it. A constant humidty level of around 55-65% relative air humity is best to preserve the value of and to care for your floor. We also recommend mats at all doorways to avoid sand and dirt being walked onto the flooring. Further maintainence guides are available on the manufacturers web site.",na,"AC4  Wear Class 23 and 32 ",HDF,"EN 13893 EN14041 R9",,"Moisture repellent reverse side",Metal,43,0,PA8612_V,PA8612_L,PA8612_S,
"Vinyl Flooring",TC0306,110,"Wood Effects","1 strip","Aspen Brown","Wood Effects","Wood Effect Luxury vinyl planks are a great alternative to your traditional sheet vinyl flooring.
From light oaks to modern silver greys Wood Effects
is a high quality domestic and
commercial Luxury Vinyl Plank to give you a
superior finish. All 8 decors have an
embossed finish to highlight the wood
grains and create a realistic look. Each plank has a micro bevel edge
and is coated with Nano Silver & Micro-
Ceramic coatings to protect your
investment for years to come.","3mm thick for Stability .5mm wear layer
Nano Silver coating with
Anti-microbial protection
Minimal expansion
Micro bevel edge","We recommend a professional installer be used to install this product.",,"South Korea",950mm,184mm,".5MM wear layer",3mm,,,,20kg,19,"These 3mm luxury vinyl tiles need to be direct stuck to a suitable subfloor with the appropriatte vinyl glue adhesive. The subfloor must be clean level and free of any paints or solovents. Wood effects can be laid in most areas of the home as it is highly moisture resistant. ",n/a,"Direct stick to a suitable subfloor",n/a,n/a,3.32,"4 sided micro bevell",n/a,"Nano Silver Prortective coating",n/a,"20 year residential owner occupier","10 year meduim commercial",PVC,"All area's of the home or small office","All area's of the home or small office","WOOD EFFECTS LVT has various colors and pattern choices and a number of advantages such as outstanding durability and comfortable viewpoint of walk. It also has these features of easy application and maintenance, but regular cleaning and up-keeping is required to maintain the product correctly..Please read the instructions on a bottle of Loba Care avaliable through this web site.","PU / Nano Silver Coating","Class 23/31","70% recyled PVC 30% Virgin PVC","ASTM C1028( > 0.50 ) Wet : 0.67  Dry : 0.72",9001,PVC,n/a,24,0,TC0306_V,TC0306_L,TC0306_S,
